Amharic,Oromo,domain
ከአሁን በኹዋላ ፈረንሳይኛ ብቻ ነው የምናገረው።,kana booda afaan faransaayii qofa dubbachuuf deema.,General
ቶምን ቀስቅሰው ሄደው ቁርስ ዝግጁ እንደሆነ ንገረው።,deemi toom dammaqsi ciree qophaa'uu isaa itti himi.,General
ፈረንሳይኛ በጣም እወዳለሁ።,afaan faransaayii baay'een jaalladha.,General
ነጠላ እጁን በፓሲፊክ ማዶ ለመጓዝ ድፍረት ይጠይቃል።,harka tokkoon doonii paasifikii qaxxaamuruudhaaf ija jabina barbaachisa ture.,General
የሆነው እንደዛ አይደለም።,akkasitti hin taane.,General
የማይቻል መሆኑን ሊረዱት አይችሉም፧,akka hin danda'amne hubachuu hin dandeessu?,General
ፓውንድ የክብደት አሃድ ነው።,paawundiin tokko yuunitii ulfaatinaa ti.,Business/Economy
የትኞቹን የበለጠ ይወዳሉ፧,kamtu caalaa sitti tola?,General
ጉድጓዱ ላይ ለመዝለል እፈራለሁ።,boolla sana irra utaaluu nan sodaadha.,General
ያንን እንድታደርግ ልጠይቅህ አልቻልኩም።,akkas akka gootu si gaafachuu hin dandeenye.,General
የተለየ ስሜት አይሰማኝም።,akkas adda ta'uun natti hin dhaga'amu.,General
ተሸነፍን ግን ተዝናንተናል።,"mo'amne, garuu bashannanne.",General
ቶም ምሽቱን ሙሉ በስልክ አሳልፏል።,toom galgala guutuu bilbilaan dabarseera.,Health/Medical
ዛሬ ዜናውን አይተሃል፧,har'a oduu ilaaltanii?,General
ቶም እና ማርያም ለምን በጣም ይጣላሉ፧,toomii fi meerii maaliif baayʼee wal lolan?,Religion
ቶም የት ነው የሚተኛው፧,toom eessa rafee jira?,General
ወደ ቦስተን ሄድን፣ እዚያም ለአንድ ሳምንት ቆየን።,gara booston deemnee torban tokko turre.,General
የራሱ መኪና አለው።,konkolaataa mataa isaa qaba.,General
እንዲህ አይነቱን ውድ መኪና መግዛት ጥያቄ የለውም።,konkolaataa qaaliin akkasii bitachuun gaaffii keessaa ba'a.,Education
እንደማደርገው እርግጠኛ አልነበርኩም።,ani akkan ta'u mirkanaa'aa hin turre.,General
ወፍ ክንፍ አላት።,simbirroon baallee qabdi.,General
ቅጂውን ከመጀመሪያው ጋር ያወዳድሩ።,koppii isa jalqabaa wajjin wal bira qabi ilaali.,Government
ተራው የሌላ ሰው ነው።,dabareen nama biraati.,General
ፔንግዊን ብዙውን ጊዜ ሙቀትን ለመጠበቅ አንድ ላይ ይሰበሰባሉ።,yeroo baayʼee peenguwaanonni hoʼisuuf walitti qabamu.,General
99።9% ውጤታማ ነው።,%99.9 bu'a qabeessa.,General
እርግጠኛ አይደለሁም።,ani mirkanaa'aa miti qofa.,General
በፖስታው ላይ ማህተም አስቀመጥክ፧,envelope sana irratti chaappaa kaa'atteettaa?,General
ካለፈው እሁድ ጀምሮ አላየውም።,wiixata darbee kaasee isa hin argine.,General
የራስ ቅሉን ወደ ታች ያድርጉት።,iskaalpeel gadi kaa'i.,General
ወደ ስራ እንግባ።,hojiitti haa seennu.,General
ምርጫ ነበራቸው።,filannoo qaban turan.,Government
ቡና አስተካክልሃለሁ።,buna siif sirreessa.,Agriculture
ምርጫዬን አድርጌያለሁ።,filannoo koo godheera.,Government
ጠዋት እደውልልሃለሁ።,ganama siif bilbila.,Business/Economy
ማስተካከል አለብኝ።,sirreessuun qaba.,General
እኔን መጨመር እንዳትረሳ።,na dabaluu hin dagatinaa.,General
አንዳንድ ጊዜ እናገኛቸዋለን።,yeroo tokko tokko isaan waliin wal argina.,General
ይህን ማለቴ አላስታውስም።,akkas jechuu koo hin yaadadhu.,General
ምን ማዘዝ እንዳለብኝ መወሰን አልችልም።,waan ajaju murteessuu hin danda'u.,General
ውሃ ውስጥ መግባት አልፈልግም።,bishaan keessa seenuu hin barbaadu.,General
ያንተ ችግር አይደለም።,rakkoo kee miti.,General
ተክሎች ለማደግ CO2 ያስፈልጋቸዋል።,biqiltoonni guddachuuf co2 barbaadu.,Agriculture
ከእኔ ጋር ስለ ምን ማውራት ፈለክ፧,waa'ee maalii na waliin haasa'uu barbaadde?,General
መንደሩ በተራሮች የተከበበ ነው።,gandi kun gaarreen marfamtee jirti.,General
ድፍረትን ይቅርታ አድርግልኝ።,dhiifama clumsiness koo.,Religion
ቀይ ወይን አላዘዝክም፧,wayinii diimaa hin ajajnee?,General
ወደ ስድስት ሰአት ሊጠጋ ነው።,sa'aatiin ja'a ta'uutti jira.,General
መቼ እንደዚያ ማድረግ እንዳለብኝ አላውቅም።,yoom akkas gochuu akkan qabu yaada tokkollee hin qabu.,General
ያ ቀኑን ሙሉ ይወስዳል።,sun guyyaa guutuu fudhata ture.,General
ቶም በተኩላ እና በቀበሮ መካከል ያለውን ልዩነት አያውቅም።,toom garaagarummaa lukkuu fi saree gidduu jiru hin beeku.,General
ቶም ወንድ ልጅ ስካውት ነው።,toom iskaaptii ijoollee dhiiraati.,General
ቶም አስቀድሞ ፈረንሳይኛ ይናገራል።,toom duraanuu afaan faransaayii dubbata.,General
ቶም ምንም አስተያየት አልሰጠም።,toom yaada tokkollee hin kennine.,General
የተሻለ ማብራሪያ ጠብቄ ነበር።,ibsa kana caalu eegeen ture.,General
የቶም አስከሬን ይቃጠላል።,reeffi toomii ni gubama.,General
በፈረንሳይኛ ስነ ጽሁፍ ትማራለች።,muummee ogbarruu faransaayiin baratteetti.,General
ይህ የድሮ ደብዳቤ ነው።,kuni xalayaa duriiti.,General
ጥቂት ደቂቃዎችን ብቻ ነው የሚወስደው።,daqiiqaa muraasa qofa fudhata.,General
ወደ የትኛው አቅጣጫ እያመሩ ነበር፧,kallattii kamiin deemaa turan?,General
ወደዳት።,isheenis ni jaallatte.,General
ይህን ያህል ቢራ አልጠጣም።,biiraa hamma kana hunda hin dhugu.,General
ጎበዝ ጎልፍ ተጫዋች ነህ፧,taphataan goolfii gaariidhaa?,General
ቶም በጣም ለጋስ ነበር።,toom baayʼee arjaa taʼeera.,General
የእሱን ቤት ለማግኘት ተቸግሬ ነበር።,mana isaa argachuun natti ulfaate.,General
ይህንን መጽሀፍ ያነበብኩት ኮሌጅ እያለሁ ነው።,kitaaba kana yeroon kolleejjii ture dubbise.,Education
ያንን እንዴት ያስታውሳሉ፧,sana akkamitti yaadatta?,General
ትክክል እንደሆንክ እጠራጠራለሁ።,dhugaa dubbatte jedheen shakka.,General
ለቶም መልእክት ልኬ ነበር።,toomiif ergaa erge.,General
መጥፎ ልማዶችን ለመውሰድ ቀላል ነው።,amala badaa fudhachuun salphaadha.,General
ቶም ወደ ተራራው ጫፍ ይደርሳል ብለው ያስባሉ፧,toom fiixee gaara sanaa ni ga'a jettee yaaddaa?,Health/Medical
ቀኑን ሙሉ መሄዱን ቀጠለ።,guyyaa guutuu deemsa isaa itti fufe.,General
በእቅዱ ላይ በመስማማትዎ በጣም ደስተኛ ነኝ።,karoora sanatti walii galuu keessaniif baay'een gammada.,General
አልረካሁም።,ani itti hin quufne.,General
በአለም ላይ በጣም የተበከሉ ከተሞች አንዷ ነች።,magaalota addunyaa faalaman keessaa tokkodha.,General
ቶም መቆየት እንችላለን አለ።,toom turuu dandeenya jedhe.,General
ለዚህ ነው ይህን ሁሉ ያደረኩት።,kanaafidha kana hunda kanan godhe.,General
እዚህ በሃላፊነት ያለውን ማንንም ማናገር እፈልጋለሁ።,nama asitti itti gaafatamaa ta'e waliin haasa'uu barbaada.,General
ፕሬዝዳንት መረጥነው።,pirezidaantii isa filanne.,Government
በሚሰሩበት ጊዜ የቀልድ መጽሀፍትን ማንበብ ያቁሙ።,osoo hojjettuu kitaabota baacoo dubbisuu dhiisaa.,General
እነዚህን ቀለሞች ይወዳሉ፧,halluuwwan kana ni jaallattaa?,General
ፕሮጀክቱ እንዴት እየሄደ ነው፧,pirojektichi akkam deemaa jira?,General
ልጃገረዶቹ ተሳለቁ።,shamarran ni qoosan.,General
ምንም እገዛ አያስፈልገኝም።,gargaarsi tokkollee na hin barbaachisu.,General
ልዋሽሽ አልቻልኩም።,si sobuu hin dandeenye.,General
በሩን ዘጋሁት።,anis balbala cufe.,General
እኔ እንደዛ አይደለሁም።,ani akkas miti.,General
መስጠም እፈራለሁ።,liqimfamuu sodaadheera.,General
ወደ ክፍልህ መሄድ እንችላለን፧,kutaa keessan deemuu dandeenyaa?,Education
ነገ ጥሩ ከሆነ ለሽርሽር እንሄዳለን።,boru yoo gaarii ta'e picnic deemna.,General
ቶም በአንድ ደቂቃ ውስጥ እዚህ ይሆናል።,toom daqiiqaa tokko booda as ni ga'a.,General
ወርቅ ሁሉንም ነገር አይገዛም።,warqeen waan hunda hin bitu.,General
ማንን ምክር እንደምጠይቅ አላውቅም።,gorsa eenyuun akkan gaafadhu hin beeku.,Health/Medical
ወደውታል አይደል፧,ati akkas sitti tola mitii?,General
ቶም ማግኘት አለብን።,toomii barbaaduu qabna.,General
ግብዣውን አልተቀበልኩም።,afeerraa sana nan dide.,General
ውሻውን ተጠንቀቅ!,saree irraa of eeggadhaa!,General
የቸኮለ ይመስላል።,ati waan ariifatte fakkaatta.,General
ለእሱ እንዲሰራ ያድርጉት።,akka isaaf hojjetu taasisi.,General
ብቻውን ወደዚያ እንዲሄድ መከረችው ነገር ግን ይህ ጥሩ ምክር ነው ብሎ አላሰበም።,"isheen kophaa isaa akka achi deemu gorsite, garuu sun gorsa gaarii itti hin fakkaatu ture.",General
በጎ ፈቃደኞች ዛሬ ፓርኩን እያጸዱ ነው።,tola ooltonni har'a paarkii qulqulleessaa jiru.,General
ውጭ አገር ሄዶ አያውቅም።,biyya alaa ta'ee hin beeku.,General
ገንዘብ ተቀባዩ ቅናሹን ይሰጥዎታል።,kaashiyeerri hir'ina siif kenna.,Business/Economy
እዚያ ሞቃት ነው፧,achitti ho'aa jiraa?,General
አፍህን ከፍቶ መብላት ጨዋነት የጎደለው ድርጊት ነው።,afaan banatanii nyaachuun safuu hin qabu.,General
ማን ያስተውለዋል፧,eenyuutu hubata?,General
ውሾችን ይፈራል።,inni saawwan sodaateera.,General
ብስክሌትህን ትበድረኛለህ፧,biskileetii kee naaf liqeessitaa?,General
ብዙ ሰዎች እንደሚያስቡት እድሜዬ አይደለሁም።,akka namoonni baay'een yaadanitti umuriin koo hin jiru.,General
መኪናውን ወደ ዳላስ ነዳ።,konkolaataa fe'umsaa sana gara daalaasitti oofe.,General
ለልምምድ መዘግየት አትፈልግም።,shaakalaaf harkifachuu hin barbaaddu.,General
ምሽቱን ሲያነብ አሳልፏል።,galgala sana dubbisaa dabarseera.,Health/Medical
በጣም ተረጋጋሁ።,baayʼee tasgabbaaʼeen ture.,General
የሆነውን አይተን ለመልቀቅ ወሰንን።,"waan taʼaa jiru erga arginee booda, deemuuf murteessine.",General
ማናችንም ብንሆን በተፈጠረው ነገር የተደሰትን አይመስለኝም።,waan ta'e kanaan kan gammadnu kan keenya natti hin fakkaatu.,General
ሳህኖችን እንድታጥብ ረዳኹዋት።,mi'a nyaataa akka dhiqattu ishee gargaareera.,General
ደህንነቱ የተጠበቀ እንዲሆን ማድረግ ይችላሉ፧,nageenya akka qabaatu gochuu dandeessaa?,General
ብዙ ጊዜ ከቤት ውጭ አልበላም።,yeroo baayyee ala hin nyaadhu.,Agriculture
ምናልባት አታስታውሰኝም።,na hin yaadattu ta'a.,General
ምን ተሰልፋችሁ ነው፧,maaliif hiriirtee jirta?,General
ልጆች በባህር ዳርቻ ላይ የአሸዋ ግንቦችን እየገነቡ ነው።,ijoolleen qarqara galaanaa irratti masaraa cirrachaa ijaaraa jiru.,General
የጃዝ ሙዚቃን እንደሚወድ አውቃለሁ።,muuziqaa jazz akka jaallatu nan beeka.,Education
ምድር በጸሀይ ዙሪያ ይንቀሳቀሳል።,lafti aduu keessa naanna'a.,Health/Medical
በእውነቱ እዚህ አልሰራም።,dhugumatti ani asitti hin hojjedhu.,General
በሙሉ ልቤ እደግፋለሁ።,onnee guutuun isin deeggara.,General
ሜሪ ቲቪ ማየት ትወዳለች።,maariyaam tv ilaaluu ni jaallatti.,General
መቆለፉን ለማረጋገጥ በሩን አጣራሁ።,balballi sun akka cufame mirkaneeffachuuf ilaale.,General
አትክልቶቹን ታጥቤያለሁ።,kuduraalee sanas dhiqeen ture.,General
ምሁር የምንለው እሱ ነው።,inni waan hayyuu jennudha.,General
ባህሪው ስለ አስተዳደጉ ብዙ ተናግሯል።,amalli isaa waaʼee guddina isaa baayʼee dubbateera.,General
ነገ የበአል ቀን ነው።,boru ayyaana.,General
ይህ ሶፋ በጣም ብዙ ቦታ ይወስዳል።,soofaa kun bakka baay'ee fudhata.,General
በደሴቲቱ ዙሪያ አብያተ ክርስቲያናት ተሰርተዋል።,guutummaa odola kanaatti waldoonni dhaabamaniiru.,General
ፊት ለፊት እንቀመጥ።,mee fuuldura haa taa'u.,General
እዳው መቶ ዶላር ደርሱዋል።,liqiin isaa doolaara dhibba gahe.,Business/Economy
አብ መንዳት አይፍቀደለይን።,abbaan konkolaataa oofuu naaf hin hayyamu.,General
እርዳታ እንፈልጋለን።,gargaarsa nu barbaachisa.,General
ቶም የሚያውቀውን ሁሉ ለፖሊስ ተናገረ።,toom waan beeku hunda poolisiitti hime.,Government
ሁሌም እንዲህ ለማለት እፈልግ ነበር።,yeroo hundumaa akkas jechuu barbaada ture.,General
ፖሊሶች እርስዎን ይፈልጋሉ።,poolisoonni si barbaadu.,General
ቶም ሰነፍ ሰው ነው።,toom nama dadhaboodha.,General
ዘግይተህ እዚህ ምን እየሰራህ ነው፧,asitti maal hojjechaa jirta hangana booda?,General
በእጅህ ያለውን እይ።,mee waan harka kee keessa jiru haa ilaalu.,General
አላምንህም። ሁሌም ውሸት ነው የምትናገረው።,si hin amanu. yeroo hunda soba dubbatta.,Agriculture
ሁሉም ስለ እሱ ጥሩ ይናገራል።,namni hundi waa'ee isaa akka gaariitti dubbata.,General
ነገ መምጣት አስፈላጊ አይደለም።,boru dhufuun hin barbaachisu.,General
ካንተ የበለጠ ገንዘብ አለኝ።,ani qarshii si caalaa qaba.,Business/Economy
ሁላችንም በተሞክሮ እንማራለን።,hundi keenya muuxannoodhaan baranna.,General
በ2፡30 ጣቢያው ከቶም ጋር እየተገናኘሁ ነው።,toomiin buufata sanatti sa'aatii 2:30tti wal arguuf jira.,Religion
ከእሱዋ ጋር ውርርድ አደረገ።,ishee waliin bet godhe.,General
ቀጠሮዬን ለሌላ ጊዜ ማስተላለፍ ነበረብኝ።,beellama koo yeroo biraatti dabarsuun qaba ture.,Business/Economy
እንዴት እንደሆነ ባላውቅም አደረግኩት።,akkamitti akka ta'e hin beeku garuu nan raawwadhe.,General
ቤቴን በጋዜጣ አስተዋውቄያለሁ።,mana koo gaazexaa irratti beeksiseera.,Agriculture
ጥቂት ደቂቃዎች ዘግይቼ ሊሆን ይችላል።,daqiiqaa muraasa booda ta'uu danda'a.,General
እህቴ በአይኗ አይታለች።,obboleettiin koo ija isheetiin argite.,General
በካርዶች ላይ ማጭበርበር ስህተት ነው።,kaardii irratti gowwoomsuun dogoggora.,General
ቶም ኦክቶበር 20 ላይ ወደ ቦስተን እየበረረ ነው።,tom onkoloolessa 20 balali'ee gara bostonitti deebi'a.,General
ምን እያሰብኩ እንዳለ ማወቅ ለምን ፈለክ፧,maaliif waanan yaadu beekuu barbaadda?,General
ይህ ሀሳብ ይሰጠኛል።,kun yaada naaf kenna.,General
ብዙ ጥሩ ሀሳቦች አሉኝ።,yaada gaarii baay'een qaba.,General
ዛሬ ማታ እዚህ መተኛት ይችላሉ።,halkan kana asitti rafuu dandeessu.,General
ለምን ችላ ትለኛለህ፧,maaliif na tuffatta?,General
ያንን ውሻ ከእኔ አርቀው።,saree sana na irraa fageessi.,General
ድንገተኛ ህመም ተሰማው።,dhukkubbiin tasa itti dhaga'ame.,Health/Medical
ቶም በአሜሪካ ያሉ ሴቶች በጣም ብዙ ሽቶ እንደሚለብሱ ያስባል።,toom dubartoonni ameerikaa urgooftuu garmalee uffatu jedhee yaada.,General
እሱ ሴሰኛ ነው።,inni sexy dha.,General
እንግዳ የሚመስሉ ጫማዎችን ከየት አመጣሃቸው፧,kophee ajaa'ibaa fakkaatu sana eessaa argatte?,General
ምን ያህል ገንዘብ ይፈልጋሉ፧,maallaqa meeqa barbaadda?,Business/Economy
የሰው ልጅ ከመሰረታዊ ስሜቶች አንዱ ነው።,innis instincts bu'uuraa dhala namaa keessaa isa tokko.,General
ሁሉም የፈለገውን ያደርጋል።,namni hundi waan barbaade hojjeta.,General
ይህች ቤተ ክርስቲያን በመድፍ ወድማለች።,waldaan kun dhukaasa qawweetiin barbadaa'e.,Religion
ብዙ ኢኮኖሚስቶች ይህንን እውነታ አያውቁም።,ogeeyyiin dinagdee hedduun dhugaa sana wallaalu.,Business/Economy
መስኮቶቹ ተዘግተዋል፧,foddaaleen cufamanii turan?,General
በእግር ወደ ጣቢያው ለመሄድ አንድ ሰአት ይወስዳል።,miilaan gara buufata kanaa deemuuf sa'aatii tokko sitti fudhata.,General
የምንበላውን ነገር እንደምታዘጋጅልን ቃል ገብተህልኝ ነበር።,waan nyaannu akka nuuf tolchitu waadaa naaf galte.,Health/Medical
ያንን እንዲያደርግልኝ ለአንድ ሰው እከፍላለሁ።,nama akkas naaf godhu nan kaffala.,General
