Amharic,Oromo,domain
አሁን ውጤቱን አይቻለሁ።,Bu'aa isaa ammas argeera.,General
ሁልጊዜ እዚህ መምጣት ይችላሉ።,Yeroo hunda as dhufuu dandeessa.,General
ያ በጣም ጥሩ ነጥብ ነው።,Sun qabxii baay'ee gaarii dha.,General
የመኪናህን ቀለም ወድጀዋለሁ።,Halluun konkolaataa kee jaalladheera.,General
መንገድ ላይ ወንድምህን አገኘሁት።,Obboleessa kee karaa irratti nan argadhe.,General
ሁሉንም ጭኛለሁ እና ለመሄድ ዝግጁ ነኝ።,Hunduma fe'eera akkasumas deemuuf qophaa'eera.,General
ይህንን ይንከባከቡ።,Kana kunuunsa.,General
የስድስት አመት ልጅ ይመስል አለቀሰ።,Akka waan mucaa waggaa jahaa ta'ee boo'e.,General
ምናልባት እሱ መጥፎ ሰው ላይሆን ይችላል።,Tarii inni nama hamaa ta'uu dhiisuu danda'a.,General
ሌላ መጠጥ ይፈልግ እንደሆነ ይጠይቁ።,Dhugaatii biraa yoo barbaada ta'ee isa gaafadha.,General
አንድት ሴት ከዛፍ ጀርባ ታየች።,Dubartiin tokko muka duuba irraa mul'atte.,Agriculture
እንደዚህ አይነት አደገኛ ቦታ መሄድ አልነበረብህም።,Bakka balaa qabu akkasii deemuun sirra hin turre.,General
ከአንተ የሚጠበቀው የእኔን ትእዛዝ ማክበር ነው።,Wanti sirraa egamuu ajaja koo kabajudha.,General
አዛውንቱ አብዛኛውን ጊዜያቸውን ያሳለፉት የወጣትነት ዘመናቸውን ወደ ኋላ በመመልከት ነው።,Jaarsi kun yeroo isaa harka caalu dargaggummaa isaa of duuba ilaaluun dabarseera.,General
ሪሞት ስጠኝ፥፥,Rimootii naaf kenni.,Religion
ክሬኑን በጣም ቀጥ ማድረግ አለብወት።,Kireeniicha baay'ee qajeelaa gochuu qabdu.,General
ቴኒስ መጫወት እፈልጋለሁ።,Teenisiin taphachuu nan barbaada.,General
ሁሉም ነገር በቁጥጥር ስር ያለ ይመስለኛል።,Wanti hundii to'annaa jala waan jiru natti fakkaata.,Agriculture
ያንን አይቻለሁ።,Sana argeera.,General
ይህ አደገኛ ነው።,Kun balaa qaba.,General
እነሱ ይረዱናል።,Isaan nu hubatu.,General
በሰውነቱ ያፍራል።,Qaama isaatiin ni qaana'a.,General
ቤት ሄጀ ትንሽ መተኛት አለብኝ።,Manatti deebi'ee hirriba xiqqoo rafuun qaba.,General
ይህ የተሳሳተ ቁልፍ ነው ብየ አስባለሁ።,Kun furtuu dogoggoraati jedheen yaada.,General
ያለፈ ውድቀቶችህ ላይ አታስብ።,Kufaatii kee darbe irratti hin xiyyeeffatin.,General
በጊዜ ሂደት የእንጨት በሮች ሊወዛወዙ ወይም ሊያብጡ ስለሚችሉ በሩ ለመዝጋት አስቸጋሪ ያደርገዋል።,Yeroo booda balbaloonni mukaa sosocho'uu yookiin dhiita'uu waan danda'aniif balballi sun cufamuun rakkisaa ta'a.,General
እስከመቸ ነው የምንኖረው፧,Hanga yoomiitti jiraannaa?,General
እንድረዳኝ መፍቀድ አለብህ።,Akka na gargaaru hayyamuu qabda.,General
የትናንቱን የቤት ስራ ሰርተሃል፧,Hojii manaa kaleessaa hojjettettaa?,General
ይቅርታ አድርግልኝ፣ ግን ምንም አይነት እርዳታ ትፈልጋለህ፧,Dhiifama naaf godhi garuu gargaarsa akkamii barbaaddaa?,Religion
ያንን ማበላሸት አልፈልግም።,Sana balleessuu hin barbaadu.,General
ስጦታ እንድመርጥ ፈቀዱልኝ።,Kennaa akkan fudhadhu naaf hayyaman.,General
አረንጓደ ከቀይ ጋር አይሄድም።,Magariisni diimaa waliin hin deemu.,General
ወላጆችህ የገንዘብ ድጋፍ ሊሰጡህ ፈቃደኞች ሲሆኑ ለትምህርትህ ወጭ ራስህ ለመክፈል ለምን ትጥራለህ፧,"Warri kee deeggarsa maallaqaa siif kennuudhaaf fedhii yeroo qabaatan, baasii mana barumsaa keetii ofuma keetii kaffaluuf maaliif cimtaa?",Education
እኛ በእርግጥ ያንን እንፈልጋለን፧,Nuuti dhuguma sanas barbaanna?,General
መምህሩ እኔ በማላውቀው ቋንቋ ጥቁር ሰሌዳ ላይ የሆነ ነገር ጻፈ።,Barsiisichii afaan ani hin beekneen gabatee gurraacha irratti waan ta'ee barreesse.,Education
ዛሬ ማታ የምተኛበት ቦታ የለኝም።,Halkan kana bakkan itti ciisu hin qabu.,General
እንኳን ደስ ያለህ ለማለት እወዳለሁ።,Baga gammaddee jechuun barbaada.,General
እንደገና እንዳንታለል።,Ammas akka hin gowwoomfamne.,Religion
ቶም እንድረዳኝ አልፈልግም።,Toom akka na gargaaru hin barbaadu.,General
በበረዶ መንሸራተት እግሬን ሰበረሁ።,Cabbiidhaan mucucaachuun miila koo nan cabse.,General
ሁሉም ነገር በጣም ውድ ነው።,Wanti hundinuu baay'ee qaala'aa dha.,General
ነጭ ልብስ የለበሱት እነማን ናቸው፧,Warri uffata adii uffatan eenyuu fa'i?,General
ቶምን ያጣን ይመስለኛል።,Toomiin waan dhabne natti fakkaata.,General
ትንሽ ገንዘብ መቀየር እፈልጋለሁ።,Maallaqa xiqqoo jijjiiruu nan barbaada.,Business/Economy
እባክወን ሜኑ አምጡልኝ።,Maaloo tarree nyaataa naaf fidaa.,General
እርዳታ ከፈለጉ ጻፉልኝ።,Gargaarsa yoo barbaaddan naaf barreessaa.,General
ለሶስት ቀናት በረሃ ውስጥ መንከራተት ነበረብኝ።,Guyyoota sadiif gammoojjii keessa naanna'uun narra ture.,General
ይህ የእኔ እርሳስ ነው።,Kun qubeessaa kooti.,Education
እንድህ አልክ።,Ati akkas jette.,General
በተሳለ ቢላዋ እራሴን ጎዳሁ።,Haaduu qara qabuun ofan miidhe.,General
ያ ድንጋይ ከሩቅ ሆኖ የሰው ፊት ይመስላል።,Fagoorra ta'ee dhagaan sun fuula namaa fakkaata.,General
ስልኩን ዝጋው።,Bilbila cufi.,General
ቶም በምግብ መመረዝ ሞተ።,Toom summaa'uu nyaataan du'e.,General
ቶም ሚስቱ ከሞተች በኋላ ብቻውን ኖሯል።,Toom erga haati warraa isaa duutee booda kophaa isaa jiraateera.,General
ከዚህ በላይ መስማማት አልቻልኩም።,Kana caalaa walii galuu hin dandeenye.,General
ቀኑን ሙሉ እየገዛሁ ነው።,Guyyaa guutuu bitaan jira.,General
ዛሬ እራሷ አይደለችም።,Har'a ofii ishee miti.,General
ዶክተሩ ብዙ እንዳልበላ መከረኝ።,Doktarichi akkan baay'ee hin nyaanne na gorse.,General
ብዙ አሶች ሞቱ።,Qurxummiiwwan hedduun du'an.,General
ቶም ማርያም እንድትሳተፍ አይፈልግም።,Toom Maariyaam akka hirmaattu hin barbaadu.,Religion
ይህ ላስቲክ ዛሬ ጠዋት ኪሴ ውስጥ ሳደርገው ይጠቅማል ብየ አስቤ አላውቅም።,Laastika kun ganama kana yeroon kiisha koo keessa kaa'u na gargaara jedhee yaadee hin beeku.,General
ነገ ልሞት እችላለሁ።,Boru du'uu nan danda'a.,Religion
ሃይቁ እዚህ ጥልቅ ነው።,Haroon kun asitti gadi fagoodha.,General
ብዙ እርዳታ እንፈልጋለን።,Gargaarsa hedduu nu barbaadna.,General
ብዙም ጊዜ እዚያ አልደረስንም።,Yeroo baay'ees achi hin geenye.,General
ባለፈው ክረምት በቦስተን እንደነበሩ አውቃለሁ።,Ganna darbe Boston keessa akka turan nan beeka.,Agriculture
ቶም ቡድኑ ጨዋታውን እንደሚያሸንፍ ይሰማዋል።,Toom gareen isaa taphicha akka injifatu itti dhagahama.,General
የተሰበረ እጅ አለኝ።,Harka cabe nan qaba.,General
ታድያ ምን ይሆናል፧,Edaa maal ta'a?,General
ጋዝ ወይም ኤሌክትሪክ ተጠቅመው ያበስላሉ፧,Gaazii yookiin humna eleektiriikaatti fayyadamtanii ni bilcheessituu?,General
ቶም አባቱን አያውቅም።,Toom abbaa isaa hin beeku.,Religion
በጎ ፈቃደኞች ሁል ጊዜ እንኳን ደህና መጡ።,Tola ooltonni yeroo hunda baga nagaan dhuftan.,General
ማነው ተሸናፊው፧,Kan mo'ame eenyu?,General
መስራት አልቻልኩም።,Hojjechuu hin dandeenye.,General
ለቶም መጽሃፍ እገዛለሁ።,Toomiif kitaaba nan bita.,Education
መቅረብ እንችላለን፧,Itti dhihaachuu dandeenyaa?,General
ይህንን በተመዘገበ ፖስታ መላክ እፈልጋለሁ።,Poostaa galmaa'ee kana erguu nan barbaada.,Religion
ሮናልድ ሬገን በ1911 ታምፒኮ በምትባል ትንሽ ከተማ ኢሊኖይ ተወለደ።,"Roonaald Reegan bara 1911 magaalaa xiqqoo Taampikoo, Ellinooy keessatti dhalate.",General
ቶም በክፍላችን ውስጥ በጣም ብልህ ነው።,Toom kutaa keenya keessatti nama hunda caalaa qaroodha.,General
አንድ ሰከንድ ትጠብቃለህ፧,Sekondii tokko ni eegdaa?,General
ጥቂት ልጃገረዶች ለትምህርት ዘግይተው ነበር።,Shamarran muraasa mana barumsaatti harkifatani turan.,Education
ሳምንቱን ሙሉ በማጥናት አልፈዋል።,Torban guutuu qo'achuun darbaniiru.,Education
ከተጋባን ሰባት አመት ሆኖናል።,Erga wal fuunee waggaa torba ta'eera.,General
አንድ ጥንድ ቀይ ጫማ አለኝ።,Kophee ciimdi diimaa tokkon qaba.,General
መልክውን አልወድም።,Bifa isaa hin jaalladhu.,General
ይህን ማድረግ ማቆም የምትችል ይመስልሃል፧,Kana gochuu dhiisuu waan dandeessuu sitti fakkaataa?,General
"ኬክ ይወዳሉ፧ ""አወ እፈጽማለሁ።""","Keekii ni jaallattuu? ""Eeyyee, nan raawwadha.""",General
ቶም ፊቱ ላይ ፈገግታ ነበረው።,Toom fuula isaa irratti kolfa qaba ture.,General
ሂሳቡ ዛሬ መከፈል አለበት።,Herregiichi har'a kaffalamuu qaba.,General
ቤት ውስጥ በባዶ እግሬ መሄድ እመርጣለሁ።,Miila qullaa mana keessa deemuu nan filadha.,General
በግደለሽነት በማሽከርከር ፍቃዱ ተወስዷል።,Of eeggannoo malee konkolaachisuun hayyamni isaa jalaa fudhatameera.,Agriculture
እንደኔ አይደለሽም።,Ati akka koo miti.,General
ያንን ሸሚዝ ይሞክሩ።,Shamiizii sana yaalaa.,General
ጮክ ብየ እያሰብኩ ነው።,Sagalee koo ol kaasee yaadaan jira.,General
የመጀመሪያውን እርምጃ ለመውሰድ ፈቃደኛ መሆን አለብን።,Tarkaanfii jalqabaa fudhachuuf fedhii qabaachuu qabna.,Government
ቶም ጥሩ ስራ የሰራ መስሎኝ ነበር።,Toom hojii gaarii waan hojjete natti fakkaate ture.,General
ስምህን ጠቅሶልኛል።,Maqaa kee naaf caqaseera.,General
የበለጠ ማውራት ፈልጌ ነበር፣ ግን ዝም ብላ ስልኩን ዘጋችኝ።,"Caalatti haasa'uu barbaadeen ture, garuu calliistee bilbila natti cufte.",General
ቡና ቤት ለስብሰባ ተሰበሰቡ።,Walgahiidhaaf mana bunaatti walitti qabaman.,Government
ማድረግ ስህተት ነው፧,Gochuun dogoggoraa?,General
"እነዚህ የማን መነጽር ናቸው፧ ""የነቢል ናቸው።""","Golgituun ijaa kun kan eenyuuti? ""Isaan kan Nabil dha.""",General
በጥቅሻ ተኛሁ።,Laphii ijaanan rafe.,General
ለምንድነው በጣም የተናደዱት፧,Maaliif baay'ee aartan?,General
የሆነ ነገር እዚህ የተውኩ ይመስለኛል።,Wanta ta'ee waanan as dhiisee natti fakkaata.,General
ፊት ለፊት ተቀመጥን።,Fuuldura teenye.,General
ቶም ጠንቋይ እንደሆነ አውቃለሁ።,Toom falfalaa akka ta'e nan beeka.,General
ልምድ የምንፈልገውን ሳናገኝ የምናገኘው ነው።,Muuxannoon waan barbaannu yeroo hin arganne waan argannudha.,General
ብዙ ፊልሞችን እመለከታለሁ።,Fiilmii baay'ee nan ilaala.,General
ቶም ብዙ ገንዘብ አልነበረውም።,Toom qarshii baay'ee hin qabu ture.,Business/Economy
ይህ ለእርስወ አይደለም።,Kun isiniif miti.,General
ውጤቶቹ ጥሩ ናቸው።,Bu'aawwan isaa gaarii dha.,General
በዚህ በጣም ጓጉተናል።,Kanattii baay'ee hawwineerra.,General
አንድ ዶላር ተቀጣሁ።,Doolaara tokkoon adabame.,Business/Economy
ያንን እስካሁን አናውቅም።,Sana hanga ammaatti hin beeknu.,General
በአይን ጥቅሻ ተወ።,Innis laphsuu ijaatiin ni dhiise.,General
ማጠቢያ ገንዳውን የምታስተካክል መስሎኝ ነበር።,Sinqii ittiin dhiiqan waan sirreessituu natti fakkaatee ture.,General
ኮምፒውተሬ እንግዳ ነገር ነው።,Kompiitarri koo waan haaraadha.,General
አላስፈላጊ አደጋወችን አላደርግም።,Balaawwan hin barbaachifne hin raawwadhu.,General
ለማሸነፍ ተስፋ ነበራችሁ፣ አይደል፧,Injifachuuf abdii qabduu turtan mitii?,General
የአውቶቡስ ሹፌር ሰክሮ ነበር።,Konkolaachisaan otobusii machaa'ee ture.,General
ጌጣጌጥ ትሸጣለህ፧,Faaya ni gurgurtaa?,General
የምሬን ነው።,Dhugaa kooti.,General
በዚህ ላይ አናተኩርም።,Kana irratti hin xiyyeeffannu.,General
የቡድናችን ምርጥ ተጫዋች ነው።,Taphataa gaarii gaaree keenyaati.,General
መረቡን አስተካክሏል።,Kiyyoo isaa sirreesseera.,General
ጣቢያው ላይ እንድወስዳት ጠየቀችኝ።,Buufaticha irraa akkan ishee fudhadhu na gaafatte.,General
በዚያን ጊዜ ከእህቷ ጋር ትጫወት ነበር።,Achiitti obboleettii ishee waliin taphachaa turte.,General
ለዛ በእውነት ቶምን ልትወቅስ አትችልም።,Sanaaf dhuguma Toomiin komachuu hin dandeessu.,Religion
ሂሳብ ሹሙ መጽሃፎቹን አብሰለላቸው።,Herreegaan sun kitaabota isaaniif bilcheesse.,General
እንደምናውቀው ይህ የአለም መጨረሻ ነው።,Kun dhuma addunyaa akka nuti beeknutti.,Health/Medical
መምህሩ ለጠየቅናቸው ጥያቄወች ሁሉ መልስ ይሰጣል።,Barsiisichi gaaffii nuti gaafannu hundaaf deebii kenna.,Education
ቤቷ ከጣቢያው አጠገብ አለ፧,Manni ishee bukkee buufata sanaa jiraa?,General
በምርመራ ላይ ነህ።,Qorannoorra jirta.,Government
ለእኔ በጣም አስፈላጊ ሰው ነህ።,Ati anaaf nama baay'ee barbaachisaa dha.,General
ለምን እንደመጣሁ እንኳን አታውቅም።,Maaliif akkandhufellee hin beektu.,General
የት እንደሚኖር አውቃለሁ።,Eessa akka jiraatu nan beeka.,General
ረጅም ነበር።,Dheeraa ture.,General
ነገ ማታ እደውልልሃለሁ።,Boru galgala siifan bilbila.,Business/Economy
ያ ትክክል ነው፧,Sun sirriidhaa?,General
ቶም ብዙ ያስነጥሳል።,Toom baay'ee haxxiffata.,Health/Medical
ከየትኛው ወገን መሆንህ ምንም ለውጥ አያመጣም።,Gama kamiinu ta'uun kee jijjirama homaa hin fidu.,General
ቶም አይኑን ከማርያም ላይ ማንሳት አልቻለም።,Toom ija isaa Maariyaam irraa kaasuu hin dandeenye.,Religion
ይህን ሳጥን እንደት እንደሚከፍት ታውቃለህ፧,Saanduqni kun akkamiitti akka banamuu ni beektaa?,General
ስፔንን ለመጀመሪያ ጊዜ ስጎበኝ ሁሉም ነገር አስደሳች ነበር።,Yeroon yeroo jalqabaaf Ispeen daawwadhu wanti hundi na gammachiisa ture.,Government
ይህን ማድረግ የሚችሉት በአስራወቹ እድሜ ውስጥ የሚገኙ ወጣቶች ብቻ ናቸው።,Kana gochuu kan dandaʼu dargaggoota umrii kurnanii keessa jiran qofadha.,General
ጥቂት ደንበኞች አሁን ወደ መደብሩ ገብተዋል።,Maamiltoonni muraasni reefuu mana daldalaa sana keessa seenaniiru.,Agriculture
በልጅነቱ ወደ ጃፓን መጣ።,Ijoollummaa isaatti gara Jaappaan dhufe.,General
ቀኑን ሙሉ የለንም።,Guyyaa guutuu hin jirru.,General
ከሌሎች ሰወች ጋር መገናኘት እንደማትችል ይሰማወታል፧,Namoota biroo wajjin wal qunnamuu akka hin dandeenye sitti dhagahama?,Religion
ጽሁፉን ከመጽሄቱ ቆርጨዋለሁ።,Barreeffama sana barruu sana keessaa kuteera.,General
አሁን ወጥቷል።,Amma bahee jira.,General
ቶምን ያስፈራው ነገር አለ።,Wanti Toom sodaachise jira.,General
ሁሉም ሌቦች ናቸው።,Hundi isaanii hattuudha.,General
ቢሮ ውስጥ አብሮኝ ይሰራል።,Waajjira keessatti na waliin hojjeta.,Government
መልሸ ልደውልልህ ነው።,Deebisee siif bilbiluufan deema.,Business/Economy
ሌሎች እቅዶችን በምንሰራበት ጊዜ ህይወት በእኛ ላይ የሚያደርሰው ነገር ነው።,Yeroo karoorawwan biroo hojjannuutti wanta jireenyi nurratti qaqabsiisuudha.,General
አሁን ፕሮሞሽን አገኘሁ።,Amma beeksiisa nan argadhe.,General
ጎበዝ እንደሆንክ አውቃለሁ።,Akka ati cimaa taate nan beeka.,General
ማርያም እናቷን ትመስላለች፣ ነገር ግን ባህሪዋ የተለየ ነው።,"Maariyaam haadha ishee fakkaatti, garuu amalli ishee addadha.",Religion
መሞኘት አቁም።,Gowwoomsuu dhiisi.,General
እግር ኳስ መጫወት እወዳለሁ።,Kubbaa miilaa taphachuu nan jaalladha.,General
ታላቅ የጦር መሪ መሆን ፈለገ።,Hogganaa waraanaa guddaa ta'uu barbaade.,Government
