Amharic,Oromo,domain
አንዳንድ ጊዜ የሚከሰቱ ነገሮች ትርጉም አይሰጡም።,yeroo tokko tokko wantootni ta'an hiika hin qaban.,General
ቶም ማርያምን ሊጠቀምበት ሞከረ።,toom maariyaam tooʼachuuf yaale.,Religion
ቶም ያንን መጠየቅ አለቦት።,toom akkas gaafachuu qabda.,General
ስራዬን የጨረስኩት ስድስት ሰአት ላይ ነው።,hojii koo sa'aatii jahatti xumure.,General
ይበቃናል።,ga'aa qabna.,General
ቶም በልጁ በጣም ይኮራል።,toom ilma isaatiin baay'ee boona.,General
ቶም የጆን ጫማ ለብሱዋል።,toom kophee joon uffatee jira.,General
ፈረንሳይኛ አቀላጥፈው ትናገራለህ፧,afaan faransaayii sirriitti dubbattaa?,General
ቶም ገናን በእስር ቤት አሳልፏል።,toom ayyaana masqalaa mana hidhaa keessatti dabarseera.,Government
ልጠይቀው ረሳሁት።,isa gaafachuu dagadhe.,General
ፈረስን ወደ ውሃ መምራት ይችላሉ፣ ነገር ግን እንዲጠጣ ማድረግ አይችሉም።,"farda gara bishaanitti geggeessuu dandeessa, garuu akka isa dhugdu gochuu hin dandeessu.",Agriculture
ቶም ወደ ፓርቲያቸው ካልሄድክ ቅር ይለዋል።,toom yoo ati gara dhaaba isaa hin deemne ni mufata.,Government
መንግስት የአክራሪ ቡድኖችን እንቅስቃሴ በጥንቃቄ ተመልክቱዋል።,mootummaan sochii gareewwan hundee jabeeyyii of eeggannoodhaan ilaalaa ture.,Government
ሁላችንም ፍጹም መሆን አንችልም።,hundi keenya mudaa kan hin qabne ta'uu hin dandeenyu.,General
አብሬው ነኝ።,isa waliin jira.,General
በፖሊስ እየታደነ ነው።,poolisiin adamfama.,Government
እንግሊዝኛ እያጠኑ ነው፧,afaan ingilizii barachaa jirtuu?,General
የሚለውን ጥያቄ መመለስ የምችል አይመስለኝም።,gaaffii sana deebisuuf waanan danda'u natti hin fakkaatu.,Education
በነጻነት የመናገር መብቱን ደግፈዋል።,mirga bilisaan dubbachuu isaa ni deeggaran.,General
ለቼዝ ጨዋታ ምን ይላሉ፧,tapha cheezii maal jettu?,General
አዝናለሁ። የተሳሳተ ቁጥር አግኝቻለሁ።,dhiifama. lakkoofsa dogoggoraa argadheera.,General
የሚስቱን ገንዘቡዋን እያባከነ ቂም ያዘ።,maallaqa haati warraa isaa qisaasessuu isheetiin fuula isaa rurrukuta.,General
እኔ ከዚህ ቀሚስ እመርጣለሁ።,uffata sana isa kana caalaa nan filadha.,General
ዶክተር ነኝ።,ani doktora dha.,Health/Medical
በአጋጣሚ በሶስተኛ ጎዳና አገኘኹዋት።,akka tasaa daandii sadaffaa irratti ishee waliin wal barre.,General
አንድ አፍታ ይቅርታ ማድረግ ትችላለህ፧,yeroo muraasaaf dhiifama naaf gochuu dandeessaa?,Religion
እንዲህ ስትል ደግ ነህ።,akkas jechuuf gaarummaa qabda.,General
ቶም ምልክቱን ግድግዳው ላይ አስቀመጠው።,toom mallattoo sana dallaa irratti kaa'e.,General
እህቴ ማልቀስ ጀመረች።,obboleettiin koo boo'uu eegalte.,General
በቶም ማመን አለብኝ።,toomii amanachuu qaba.,General
በጣም እንደተናደደ ከንግግሩ ሰበሰብኩ።,baayyee akka aare ibsa isaa irraa walitti qabadhe.,General
ሁሉም ደህና ናቸው።,hundi isaanii nageenya qabu.,General
ሌላ ስልት ልጠቁም፧,tooftaa biraa yaada kennuu danda'aa?,General
ዘረኛ አይደለሁም።,ani sanyummaa miti.,General
ሁሉም ይስቁ ጀመር።,hunduu kolfuu eegale.,General
በነገራችን ላይ አንድ ነገር ልነግርሽ አለብኝ።,"by the way, waan tokko sitti himuun qaba.",General
ለምን እንደዚህ ትመለከታለህ፧,maaliif akkasitti na ilaalta?,General
እድሜዬ ስንት ነው ብለው ያስባሉ፧,umuriin koo meeqa sitti fakkaata?,General
አባቴ አልጋ ላይ መጽሀፍ እንዳላነብ ነገረኝ።,abbaan koo siree irra taa'ee kitaaba akkan hin dubbisne naan jedhe.,Religion
ያንን ከማንም በላይ አውቃለሁ።,sana nama kamiyyuu caalaa nan beeka.,General
የቶም አፍንጫ ቀይ ነበር።,Funyaan Toomii diimaa ture.,General
ባህር ዳር ላይ ሰፈሩ።,qarqara galaanaa irratti buufatan.,General
በቡድኔ በጣም እኮራለሁ።,garee kootti baay'een boona.,General
ይህ ለእኔ አጠራጣሪ ይመስላል።,kun waan shakkisiisaa natti fakkaata.,General
ስለተፈጠረው ነገር ላናግራችሁ እፈልጋለሁ።,waa'ee waan ta'e isin waliin haasa'uu barbaada.,General
ወደ ክፍሉ ገባች።,isheenis kutaa sanatti dhufte.,General
ስለ አንተ ፈጽሞ አልጨነቅም ነበር።,ani takkaa waa'ee kee yaadda'ee hin beeku.,General
በዚያ ቤት ውስጥ ማን እንደሚኖር አውቃለሁ።,mana sana keessa eenyu akka jiraatu nan beeka.,General
እናቶች ልጆቻቸው ጎዳና ላይ እንዳይጫወቱ ማድረግ አለባቸው።,haadholiin ijoolleen isaanii daandii irratti akka hin taphanne gochuu qabu.,General
ወታደሮቹ ሳቁ።,loltoonni ni kolfan.,General
እባካችሁ መዝሙር አቁሙ።,mee sirbuu dhiisaa.,Religion
ቶም ዛሬ እዚህ እንድሆን ለምን እንደፈለገ አይታየኝም።,toom har'a maaliif akkan as jiru akkan barbaade hin argu.,General
ያንን ከአሁን በኹዋላ መካድ አይችሉም።,kana booda haaluu hin dandeessu.,General
ከእረፍት በኹዋላ እንመለሳለን።,boqonnaa booda ni deebina.,Education
ወደ ትከሻው ወደ ኹዋላ ተመለከተ።,garba isaa irra duubatti deebi'ee ilaale.,General
ከተደራደርኩት በላይ አገኘሁ።,waan daldadhe caalaa argadhe.,General
ቶም ለምን አውቶቡስ ውስጥ አልገባም፧,toom maaliif otobusii hin yaabbanne?,General
ወርቃማው ህግ ምንድን ነው፧,seerri warqee maali?,Government
አውቶቡሱን ለማምጣት ቸኮለ።,otobusii sana argachuuf jecha ariifate.,General
እርስዎን ለማታለል ይሞክራሉ።,isaan si too'achuuf yaalu.,General
ወደ መደብሩ ወሰደችው።,gara mana daldalaa sanaatti isa geessite.,General
ቀልዱ በአንተ ላይ ነው።,qoosaan sirra jira.,General
ሁሉም ሰው ጥቁር ሰሌዳውን ይመልከቱ።,"gabatee gurraacha ilaalaa, hunduu.",Education
በገና ቀን ወጣች።,guyyaa ayyaana masqalaa deemte.,Religion
ይህንን ማስተካከል አለብን።,kana sirreessuu qabna.,General
እንዲህ ማለቱዋ አስገራሚ ነበር።,akkas jechuun ishee nama ajaa'ibsiisa ture.,General
መንቃት አለብህ።,hirriba dammaquu qabda.,General
ክብደት ለመቀነስ እየሞከርኩ ነው።,ulfaatina qaamaa hir'isuuf yaalaa jira.,General
ማድረግ እንዳለበት እገምታለሁ።,sun gochuu qaba jedheen tilmaama.,General
ይህ ጠረጴዛ ነው።,kun deeskiidha.,General
ተቀመጥ፣ ቶም,taa'i toom.,General
ከምንም የተበላሸ ቃል ኪዳን ይሻላል።,waadaa cabe tasumaa hin jiru caalaa wayya.,Religion
የምትለውን አይገባውም።,waan ati jettu hin hubatu.,General
ጭጋግ ተነስቱዋል።,awwaara ka'eera.,General
በጫካ ውስጥ ማለፍ ፈራች።,bosona keessa darbuu sodaatte.,General
በዚህ አመት በክፍሌ ውስጥ ካለፈው አመት ያነሰ ተማሪዎች አሉኝ።,bara kana bara darbe daree koo keessatti barattoota xiqqaa qaba.,Education
በኮንሰርት ወቅት ማውራት ወራዳ ነው።,yeroo konsartii haasa'uun gara jabina.,General
በኹዋላ አደርገዋለሁ።,booda nan kunuunsa.,General
ፎቶ ማን እንደሳለው ቶም የሚያውቅ አይመስለኝም።,toom eenyu akka fakkii sana dibe waan beeku natti hin fakkaatu.,General
በአክስቱ ቤት ተቀመጠ።,mana akkoo isaa keessa bule.,Government
እንደዚህ ለብሰህ ይቅርታ አድርግልኝ።,dhiifama naaf godhaa akkasitti uffadhee.,Religion
ሁሉም በቀልዱ ሳቁ።,hundi isaanii qoosaa isaa kanaan kolfan.,General
ማንም ሰው ቢሞክር ማድረግ ይችላል።,namni kamiyyuu yoo yaale gochuu danda'a.,General
እባክህ መስኮቱን ዝጋ።,mee foddaa cufi.,General
ይህን ማድረግ አስፈላጊ አይሆንም።,sana gochuun barbaachisaa hin ta'u.,General
ቤት ለሌለው ሰው ሃያ ዶላር ሰጠሁት።,nama mana hin qabne tokkoof doolaara digdama kenne.,Business/Economy
ቶም በግራ እጁ ኳሱን ያዘ።,toom harka bitaatiin kubbaa qabate.,Agriculture
እነዚህ ዘር የሌላቸው ወይን ናቸው።,isaan kun wayinii sanyii hin qabneedha.,General
ቶም ቢያንስ በሳምንት አንድ ጊዜ ይጽፍልኛል።,toom yoo xiqqaate torbanitti al tokko naaf barreessa.,General
ለምን ይህን አላደርግም፧,maaliif kana gochuu hin qabu?,General
ምን ሆንኩኝ ብሎ ጠየቀኝ።,maal na mudate jedhee na gaafate.,General
ያኔ ከስድስት ጫማ በታች እሆናለሁ።,yeroo sanatti miila jaha jala ta'a.,General
በእያንዳንዱ እሁድ ጎልፍ ይጫወታል።,wiixata hunda goolfii taphata.,General
ወደ ፓርቲየ ማን እንደምጋብዝ መወሰን አልችልም።,Paartii kootti eenyuun akkan affeeru murteessuu hin danda'u.,Government
አሁን እየቀለድኩ እንደሆነ የምታውቅ መስሎኝ ነበር።,qoosaa qofa akkan jiru waan beektu natti fakkaate.,General
ያ አስደንጋጭ ነበር።,sun nama rifachiise.,Agriculture
ይህ አደገኛ ክልል ነው።,kun naannoo balaa qabuudha.,Government
ቶም አሁን መልቀቅ ይፈልጋል።,toom amma deemuu barbaada.,General
ከዚህ የከፋ ነገር ማሰብ አልቻልኩም።,waan kana caalu yaaduu hin dandeenye.,General
ከ18 አመት በላይ የሆኑ ሰዎች መኪና መንዳት ይችላሉ።,namoonni umuriin isaanii waggaa 18 ol ta'e konkolaataa oofuu danda'u.,General
ገና ለገና ወደ እናቴ ቤት እሄዳለሁ።,ayyaana qillee mana haadha koo deema.,Religion
ጥሩ ደመወዝ ወደሚሰጥ ጥሩ ኩባንያ ተዛወረ።,dhaabbata gaarii mindaa gaarii dhiyeessuutti ce'e.,Business/Economy
አንዳንድ ከዋክብት በሌሊት ሰማይ ላይ መታየት ጀመሩ።,urjiileen tokko tokko samii halkanii keessatti mul'achuu jalqaban.,General
ተሰባበርክ።,ati caccabdee jirta.,General
ዛሬ ማታ መጥተህ ከእኛ ጋር ለምን አትበላም፧,galgala kana maaliif gara keenya dhuftee nu waliin hin nyaattu?,Agriculture
እሱዋ አንድ ጠንካራ ኩኪ ነች።,isheen kukii cimaa tokkodha.,General
ምሳ መብላት አለብኝ።,laaqana nyaachuun qaba.,General
እኔ የማደርገው ይህንኑ ነው።,ani sirriitti kanuma hojjechaa jira.,General
ለእኔ ትንሽ አጭር ልታደርገው ትችላለህ፧,xiqqoo gabaabsitee naaf gochuu dandeessaa?,General
የእሱን መጽሀፍ ህትመት እየጠበቅን ነው።,kitaabni isaa akka maxxanfamu eegaa jirra.,General
የሞት ፍጻሜ ግንኙነት ነው።,hariiroo du'aa dha.,Religion
እዚያ እንደምትገኝ ተስፋ አድርጌ ነበር።,ati achitti akka argamtu abdadheen ture.,Health/Medical
ስኳር ጣፋጭ ነው።,sukkaarri mi'aawaa dha.,General
አሁን መሄድ አለብኝ ብዬ እፈራለሁ።,amma deemuun qaba jedheen sodaadha.,General
ቶም መዝፈን ጀመረ።,toom dhaadannoo dhageessisuu jalqabe.,General
አንድ ሰው ለእናቱዋ አሳዛኝ ዜናን መናገር አለባት።,namni tokko oduu gaddisiisaa kana haadha isheef cabsuu qaba.,General
ከዩኒቨርሲቲ ስትመረቅ ገና 18 አመቱዋ ነበር።,yeroo yunivarsiitii eebbifamtu umuriin ishee waggaa 18 qofa ture.,Education
አሁን በጣም ተመችቶኛል።,amma baayyee mijataa ta'eera.,General
የቤት ስራው የፊታችን ሰኞ ነው።,hojiin manaa isniina dhufu raawwatamuu qaba.,General
ትመጣለች፧,ni dhuftaa?,General
ይህ መኪና ምንም አየር ማቀዝቀዣ የለውም።,konkolaataan kun qilleensa to'atu hin qabu.,General
እባክህ እንድተኛ ፍቀድልኝ።,Maaloo akkan rafuu naaf hayyami.,General
ቶም የማይስተካከል ነው።,toom kan hin sirreeffamnedha.,General
ልጠጣህ እችላለሁ፧,dhugaatii siif fiduu danda'aa?,General
በወጣትነቱዋ ቆንጆ ሆና ሊሆን ይችላል።,isheen yeroo dargaggummaa ishee bareedduu ta'uu dandeessi.,General
ጓደኛዎ ከተማውን ለቅቁዋል።,hiriyaan kee magaalaa keessaa ba'e.,General
በኹዋላ እንድትደውልልኝ ልጠይቅህ፧,booda akka naaf bilbiltu si gaafachuu danda'aa?,Business/Economy
ልቅ ጫፎችን አልወድም።,loose ends hin jaalladhu.,General
በመደርደሪያው ላይ መዝገበ-ቃላት አለ።,galmeen jechootaa tokkotu sheelfii irra jira.,General
"መቼ ነው የሞተው፧ ""ከረጅም ጊዜ በፊት አይደለም።""","yoom du'e? ""baay'ee yeroo dheeraa dura miti.""",General
ትዋሻለህ አይደል፧,sobda mitii?,General
በቂ ገንዘብ የሰጠሁህ ይመስለኛል።,duraanis qarshii gahaa siif kenne natti fakkaata.,Business/Economy
እዚህ የሴቶች ጫማ ብቻ ይሸጣሉ።,asirratti kophee dubartootaa qofa gurguru.,General
ክፍሉ መጥፎ ሽታ ነበረው።,kutaan sun urgaa hamaa ture.,General
ዳኛው ትክክለኛውን ውሳኔ ወስኗል።,murteessaan murtii sirrii ta'e murteesse.,Government
በዚህ ዘመን ህይወት ከባድ እየሆነች ነው።,jireenyi guyyoota kanatti ulfaataa dhufeera.,General
ያ የጎረቤቴ ውሻ ነው።,sun saree ollaa kooti.,General
እባክህ ስልክህን እንድጠቀም ትፈቅዳለህ፧,bilbila kee akkan fayyadamu naaf hayyamtaa maaloo?,General
ደረጃዎችን መውሰድ አለብን።,sadarkaa fudhachuu qabna.,General
የተሻለ መስራት እችል ነበር ብዬ አስባለሁ።,silaa kana caalaa hojjechuu nan danda'a ture jedheen yaada.,General
እናንተ ሰዎች ምንም አስደሳች አይደሉም።,isin ijoolleen bashannana hin qabdu.,General
አሁን ስራህን ለመተው ስለወሰንክ ደስተኛ ትመስላለህ።,amma hojii kee dhiisuuf erga murteessitee booda gammachuu fakkaatta.,General
ቆይ።,rarra'aa.,General
አዲስ መኪና የምገዛበት ጊዜ አሁን ይመስለኛል።,yeroon konkolaataa haaraa bitadhu ga'eera jedheen yaada.,General
ሰውዬው የሆነ ነገር እየደበቀበት እንደሆነ ገመተ።,namichi waan tokko isa dhoksee akka jirutti fudhate.,General
ዝርዝር ይፈልጋሉ፧,tarree barbaadduu?,General
ቦታኒ የእጽዋት ሳይንሳዊ ጥናት ነው።,botany jechuun qorannoo saayinsaawaa biqiltootaati.,Education
ጊዜን ለመቆጠብ ኮምፒተርን ተጠቀምኩ።,yeroo qusachuuf jecha kompiitara fayyadameen ture.,General
ቶም ገና ማርያምን አይቱዋል።,toom reefuu meerii argeera.,Religion
ደህና፣ የፈለከው ያ ነው አይደል፧,"tole, wanti ati barbaaddu kanuma mitii?",General
ወደ ግራህ ነው።,gara bitaa keetii jira.,General
የት እንደምትኖር አስባለሁ።,eessa jiraatti jedheen yaada.,Health/Medical
ማሰሪያውን በውሃ ሞላሁት።,saanii sana bishaaniin guute.,Health/Medical
ያንን ማድረግ አልወድም።,akkas gochuun natti hin tolu.,General
ቤተሰባችን ብዙውን ጊዜ ለገና በአል ቱርክ አለው።,maatiin keenya yeroo baayyee ayyaana qillee irratti turkii qaba.,Religion
ከዚህ መትረፍ እችላለሁ።,kana irraa hafuu nan danda'a.,General
ወንዶች ከሌሎች እንስሳት የሚለያዩት ማሰብና መናገር በመቻላቸው ነው።,dhiironni bineensota biroo irraa kan adda ta'an yaaduu fi dubbachuu danda'uu isaaniiti.,Agriculture
የምኖረው ከመንገዱ ማዶ ነው።,karaa biraa jiraadha.,General
እስካሁን ገንዘብ አልከፈለችኝም።,hanga ammaatti kaffaltii naaf hin deebifne.,Business/Economy
ራሱን ከስራው ጋር አስተዋወቀ።,hojii isaa wajjin wal bare.,General
እናቴ ባለፈው እሁድ ሁለት ጥንድ ሱሪ ገዛችኝ።,haati koo wiixata darbe paantii lama naaf bitte.,General
ፒዛ አመጣሁ።,piizaa fideen dhufe.,General
ዶክተርዎን እንዲያዳምጡ እመክራችኹዋለሁ።,doktara kee akka dhaggeeffattu si gorsa.,Health/Medical
ትናንት ገንዘብ አበድረኩህ አይደል፧,kaleessa qarshii tokko tokko siif hin liqeessinee?,Business/Economy
ድመቶች ከውሾች የበለጠ ብልህ ናቸው፧,sareewwan saree caalaa qaroodhaa?,General
ይህ አሻንጉሊት የአክስቴ ስጦታ ነው።,doolli kun kennaa akkoo koo irraa argattedha.,Government
ሙዝ አለን።,muuzaa qabna.,Agriculture
በጣም ቆዳማ ነህ።,garmalee gogaa dha.,General
የምሰናበትበት ጊዜ አሁን ይመስለኛል።,yeroon nagaa nagaa itti dhaamu ga'eera jedheen yaada.,General
ጉዳዩ እንደዚያ እንዳልሆነ እርግጠኛ ነኝ።,akkas akka hin taane mirkanaa'adha.,General
እንደ እድል ሆኖ፣ አየሩ ጥሩ ሆነ።,akka carraa ta'ee haalli qilleensaa gaarii ta'ee argame.,General
